id,PM2.5
id_0,6.3534913352754785
id_1,16.01003888343855
id_2,24.244890305164354
id_3,11.600008741063181
id_4,27.065755414199565
id_5,23.745759968837703
id_6,26.10270866208451
id_7,31.026029106178928
id_8,14.971481989330446
id_9,57.32680550134937
id_10,12.008507663630471
id_11,11.81454766011974
id_12,60.947276347074705
id_13,52.742007156634685
id_14,24.06603870293426
id_15,15.266140675718722
id_16,31.92916056348651
id_17,67.93489745699411
id_18,3.520511548250994
id_19,19.996864179955466
id_20,41.66744153865841
id_21,71.26897109644561
id_22,9.176462322493723
id_23,17.716567055438126
id_24,16.30176300102167
id_25,39.99140169765086
id_26,16.73461312003029
id_27,78.41897832256566
id_28,9.146548909868773
id_29,52.66953796261356
id_30,22.483507523434646
id_31,13.121209488841892
id_32,0.38412248526156034
id_33,20.67804904858901
id_34,28.28828314773513
id_35,37.691426655788916
id_36,43.14160804184988
id_37,31.239014893933046
id_38,36.102315996273205
id_39,37.7311827340973
id_40,7.620649925472261
id_41,38.85912280982156
id_42,31.765943440694556
id_43,50.37396743990905
id_44,16.51416619878008
id_45,34.65827867551758
id_46,25.7630748335895
id_47,13.775736805942696
id_48,26.682228893424277
id_49,33.76226757754264
id_50,16.823015496754714
id_51,6.020952199328104
id_52,26.240303170561702
id_53,49.74850174021046
id_54,15.070006536754716
id_55,39.628909070302925
id_56,35.37567971674865
id_57,22.692264456091934
id_58,60.43028713268866
id_59,22.748914037556577
id_60,10.718253712451624
id_61,46.600023393083276
id_62,16.179937868160305
id_63,50.46493208950915
id_64,15.006279934712177
id_65,19.461857925452215
id_66,17.244216458780926
id_67,3.010853743121846
id_68,44.52651117703191
id_69,28.02369512384068
id_70,21.23365061027293
id_71,43.2067829645653
id_72,61.89648529360974
id_73,5.482889190302487
id_74,17.129150669023915
id_75,5.305779605239081
id_76,39.534623412980764
id_77,15.549839367490849
id_78,22.01602568884242
id_79,20.218359591568802
id_80,22.81107804441393
id_81,31.798876072165072
id_82,19.658095161617645
id_83,92.63697616278205
