id,PM2.5
id_0,2.382414563938447
id_1,4.477091369008111
id_2,2.3080319455126173
id_3,1.1756873066372364
id_4,1.7709270929191838
id_5,1.2871231737461777
id_6,2.035838753130548
id_7,0.9783364681712428
id_8,3.0693105880701275
id_9,0.4627053983695042
id_10,0.6431466158428734
id_11,1.0564942959442263
id_12,2.0522992594383
id_13,1.4860081235884763
id_14,2.2036853249918202
id_15,1.2072013571617433
id_16,1.60937025062481
id_17,1.9223137836364828
id_18,1.7180678414170387
id_19,1.1311316747890707
id_20,2.459138354251479
id_21,0.6660748631816098
id_22,1.8703042595745778
id_23,1.2270736234686161
id_24,4.255398922129551
id_25,1.7186858788279835
id_26,1.6042665287195383
id_27,2.294406230929166
id_28,1.4688342161465684
id_29,0.4805012180096
id_30,1.5465161113697867
id_31,1.3299182989087655
id_32,2.414054671068399
id_33,1.8400310103373307
id_34,0.7334772265319174
id_35,1.6885494567065642
id_36,2.0126634987433647
id_37,1.6020699042768314
id_38,3.326567081957421
id_39,2.9949690745372415
id_40,2.1352431122419055
id_41,1.2328131612395978
id_42,1.4296111389084203
id_43,1.3381254891423744
id_44,2.6907654395041476
id_45,2.1408711244336125
id_46,2.443943446402379
id_47,3.2936724497017202
id_48,3.09472233995011
id_49,4.194973726449788
id_50,1.2366877056046803
id_51,0.8885798252320534
id_52,4.122061156696091
id_53,1.626896723959863
id_54,0.40821580550591463
id_55,2.90857238027818
id_56,1.7203123019247144
id_57,1.7217875095379611
id_58,1.8877681046781376
id_59,1.1918166092406786
id_60,0.8809213711602801
id_61,1.7412730451036609
id_62,1.919309074630533
id_63,1.1341448709436897
id_64,0.9425211437313799
id_65,2.834902342464787
id_66,4.62620910379367
id_67,3.0984584153594454
id_68,1.4764721488908314
id_69,2.0909913927339225
id_70,1.2082110035883034
id_71,1.570782114267086
id_72,1.0658858892113443
id_73,1.3729807609116058
id_74,0.9591367556858614
id_75,1.0936823418416424
id_76,0.9027768798581945
id_77,1.9509471660630773
id_78,1.1702266844144873
id_79,1.0363616495124859
id_80,1.490893528956569
id_81,2.070761023548286
id_82,1.9988124967220138
id_83,2.1623086867635237
id_84,1.5124021383030772
id_85,0.5476460916849781
id_86,1.9201932918885447
id_87,1.2763995107150485
id_88,0.6628693591705996
id_89,0.9666438358669893
id_90,0.4221682894822365
id_91,1.0628958544770981
id_92,0.7333529498979452
id_93,2.1002412241897055
id_94,2.715775804887027
id_95,1.337422732550273
id_96,4.1352580418841995
id_97,2.4534259527938183
id_98,0.7774709351272229
id_99,0.4763870539704911
id_100,1.4815462652242033
id_101,2.8533170535039076
id_102,1.0010385830923418
id_103,1.4247905329008361
id_104,1.1085437897157
id_105,1.3288633451280063
id_106,3.010721007235393
id_107,0.6192274464717578
id_108,0.7607057115476188
id_109,1.068693132442725
id_110,1.0176405297160507
id_111,4.095354005298098
id_112,1.2835921135045716
id_113,1.538974722913224
id_114,1.6346778406266225
id_115,0.626626408471072
id_116,2.1973728914011126
id_117,0.7262855266676702
id_118,2.7431967494910303
id_119,0.994759940756687
id_120,1.4755564094459714
id_121,2.2314571623254054
id_122,2.3381134602211375
id_123,1.5642317266812213
id_124,0.8299636401906554
id_125,1.7024809841210846
id_126,3.659248429239362
id_127,1.4474556951777373
id_128,1.3416562906809695
id_129,1.3054899001318603
id_130,2.1876492752340724
id_131,2.1922214409853282
id_132,1.627012332122728
id_133,1.2134163210387356
id_134,0.8759545546878655
id_135,2.0743049810852554
id_136,0.4932295746471169
id_137,1.2049882381942467
id_138,1.8997924333436629
id_139,3.1970249580300916
id_140,3.296812571459242
id_141,1.8503086864574207
id_142,1.5425903504625822
id_143,2.1417235507901964
id_144,3.035519200505245
id_145,1.5349572086298906
id_146,3.0283108687319142
id_147,0.8343557803326966
id_148,1.5162430074187299
id_149,1.080239824928686
id_150,0.7267123737224637
id_151,5.7341229585324776
id_152,2.223601474213453
id_153,1.6389073289516212
id_154,2.0062943128413266
id_155,0.4022075153686302
id_156,2.7834847378480347
id_157,3.656355164641436
id_158,0.9733157427247576
id_159,0.8203916427633864
id_160,4.240127435765444
id_161,1.8177503323030777
id_162,2.051334449800983
id_163,3.278097419749301
id_164,3.0679106815177875
id_165,1.4511048253241583
id_166,0.9649285956813856
id_167,2.9559500309194497
id_168,1.6301903673921032
id_169,0.896279562639922
id_170,1.483568381020568
id_171,1.2494116340441224
id_172,2.0371119673745035
id_173,2.3192118502922483
id_174,3.2297796515733843
id_175,1.1738086654238842
id_176,1.7428506242027098
id_177,1.245441518185057
id_178,1.0612949069969844
id_179,2.6380447395660553
id_180,2.7602305314561235
id_181,2.2645457129517013
id_182,0.40801314387661236
id_183,2.8125984830795083
id_184,2.3636298504779916
id_185,1.1535481279464328
id_186,1.8376692255481366
id_187,1.238644882757903
id_188,1.3871314076303989
id_189,1.1388476652127295
id_190,1.7720212010023957
id_191,2.3493910791286545
id_192,1.7304946356322901
id_193,0.5330518089354115
id_194,0.7353928876944025
id_195,1.774190484155259
id_196,1.0379610918709261
id_197,1.3589868227042246
id_198,1.3340399165402985
id_199,3.5849872200188706
id_200,0.9149389913968733
id_201,0.8888842103638268
id_202,0.6541744003525558
id_203,2.340273313897548
id_204,3.768999868601739
id_205,2.611144393728292
id_206,0.5535242644552483
id_207,2.575064472991535
id_208,0.7134599177887431
id_209,1.1791101862174465
id_210,1.8570576325879742
id_211,2.499549028145296
id_212,2.205875468093648
id_213,1.3504172595555701
id_214,1.317374033323734
id_215,2.4403193839460826
id_216,1.815332414015451
id_217,1.282248300596521
id_218,1.2988344219590218
id_219,6.077147637214949
id_220,0.9694198130152465
id_221,0.8075733502547564
id_222,0.7795109062483689
id_223,1.7466390482108096
id_224,1.7145917238332373
id_225,1.3225236657271182
id_226,0.4237934517740243
id_227,1.5521109926564947
id_228,1.829679324485653
id_229,0.7200844570535168
id_230,1.451730771475745
id_231,3.207949069247867
id_232,2.5505366371179576
id_233,2.2567877486728527
id_234,0.8752153942477818
id_235,2.2330150065130994
id_236,0.443930909330323
id_237,2.459248513520052
id_238,1.059794862382553
id_239,1.985352201466064
id_240,0.6035692529082368
id_241,2.7829602498316532
id_242,0.7388894078102339
id_243,1.7357291782811117
id_244,1.2435191789707716
id_245,3.6995152565080396
id_246,1.7730125276860456
id_247,1.9277400188244798
id_248,1.2590653326394161
id_249,0.9303148714961154
id_250,4.026905764762866
id_251,1.0602921076909126
id_252,1.1059915116557484
id_253,1.8098151306776344
id_254,1.2777561902954275
id_255,1.3377179266085548
id_256,2.245395205019669
id_257,3.5024519908447154
id_258,1.4425179802201171
id_259,1.2725668937235532
