id,PM2.5
id_0,1.9132477683452898
id_1,1.5375666643921697
id_2,1.787429262885464
id_3,1.6184317217201674
id_4,2.2617268514737603
id_5,2.1181420200119447
id_6,1.0686678164243162
id_7,0.952211420739502
id_8,2.006286383002884
id_9,3.004723858495776
id_10,2.329880306188688
id_11,2.7497205005579595
id_12,1.4530009439444846
id_13,1.1282850800902757
id_14,1.0245697293203015
id_15,2.805481619370372
id_16,1.2061969563876929
id_17,1.1189200143551652
id_18,4.291829427268485
id_19,2.2153451352428846
id_20,2.659066846199323
id_21,1.589715696782104
id_22,3.001388603308275
id_23,2.587324575711758
id_24,1.6847874000186671
id_25,4.595338809850158
id_26,1.8471469054672092
id_27,1.455476995970585
id_28,1.7346966300975701
id_29,2.3094521474381757
id_30,1.4515501957650052
id_31,2.8397311135292327
id_32,2.8901511889460316
id_33,1.6181699245714931
id_34,0.8784814229522198
id_35,1.9183467698761483
id_36,1.4617089874003213
id_37,0.7922055708128646
id_38,1.001579808823596
id_39,2.411080593355809
id_40,1.9397512481973536
id_41,1.94570704207608
id_42,4.355790907434038
id_43,2.451238510365119
id_44,2.3933550738484577
id_45,1.9674077250781785
id_46,2.1216879092914063
id_47,3.1242149021922323
id_48,3.8389144581587153
id_49,3.123554738263767
id_50,1.826844524719018
id_51,1.0342741100799344
id_52,1.4535159721797761
id_53,1.9273490376037934
id_54,2.7528021655161936
id_55,2.3547758847632387
id_56,1.6551686192510289
id_57,1.0065365529353514
id_58,1.5315590114189561
id_59,2.59907322306001
id_60,2.6322721713134847
id_61,0.778049265648523
id_62,1.876814543746729
id_63,1.7225075690111744
id_64,1.0792992288384333
id_65,0.8750598723359495
id_66,3.4262728584847437
id_67,1.3989158735601634
id_68,2.385035941874559
id_69,1.2887427894485448
id_70,1.9405704714001466
id_71,4.255297397611148
id_72,1.8857113673517851
id_73,1.3916255543560538
id_74,2.8798662915770272
id_75,1.9943711512066393
id_76,1.0985818061827572
id_77,1.7091813700590777
id_78,5.3896870704838555
id_79,1.9343107546643665
id_80,1.840598568720683
id_81,1.3500225303905502
id_82,2.194332521284071
id_83,1.7128613365343632
id_84,2.368057835827315
id_85,1.4125370988282882
id_86,3.3066204837728996
id_87,1.654877202145613
id_88,1.1151092429618394
id_89,1.0171971826786788
id_90,2.4796457679825785
id_91,2.9821513461173232
id_92,2.4437083477794808
id_93,3.331053634044302
id_94,0.8966654130360467
id_95,2.697008898108397
id_96,2.4026933722575983
id_97,2.110485826874335
id_98,1.1424465643584831
id_99,1.0440963788269748
id_100,0.9323108646851175
id_101,1.2364356545444046
id_102,1.2606041100690213
id_103,2.8983933190331364
id_104,1.6105916364011783
id_105,2.0087868185414166
id_106,0.7770061344090529
id_107,1.6555202190264993
id_108,2.1904926119590193
id_109,2.099624140016065
id_110,2.1864666739284786
id_111,2.637597318478779
id_112,4.970646982626754
id_113,2.094175334799125
id_114,1.90452380232691
id_115,3.0714708250507172
id_116,1.5490829240287987
id_117,2.1181930612493964
id_118,3.144098853170764
id_119,4.190968595524605
id_120,2.053753130307477
id_121,2.02403517796807
id_122,1.6218251359463807
id_123,3.10613421219416
id_124,1.8076864046180283
id_125,2.758107451914089
id_126,0.8837310246109915
id_127,2.916382889890915
id_128,1.0776523381421619
id_129,1.83262253739289
id_130,2.69223480272014
id_131,2.1793704670395826
id_132,1.241190250293247
id_133,2.653388941130853
id_134,1.684256411014747
id_135,1.1396509709879012
id_136,2.480266489246006
id_137,1.4641860911941293
id_138,1.464175020380825
id_139,2.177168017138193
id_140,1.69747085457875
id_141,0.71999186253462
id_142,2.1019142447617867
id_143,1.8443733254715298
id_144,3.065315132253044
id_145,1.9374557305519033
id_146,1.4888277293211019
id_147,2.4049556740745217
id_148,2.035337334954651
id_149,2.0678763629614174
id_150,2.4866283678941024
id_151,2.988665423121798
id_152,1.1622038063076516
id_153,3.9903664804007093
id_154,1.6162276689734192
id_155,2.2847424311636892
id_156,3.025352145448558
id_157,1.8589375787567555
id_158,0.7312633569741287
id_159,1.5577695609310531
id_160,1.578311811919594
id_161,2.8845764324231276
id_162,2.0131997020675954
id_163,3.629982743837509
id_164,1.7263180899393369
id_165,1.5168316747350126
id_166,2.998633222946207
id_167,0.7320009637917622
id_168,1.686777763570639
id_169,1.5396246163442306
id_170,1.4244147601576849
id_171,1.6625795451662064
id_172,1.8579443461735785
id_173,2.628860858076923
id_174,2.0911362191050493
id_175,2.950884823961875
id_176,1.124201741621981
id_177,3.990881174589159
id_178,2.785870925545801
id_179,3.2030857848687795
id_180,1.55573787784083
id_181,1.5781254977115822
id_182,1.7393066575825848
id_183,1.6336589027184694
id_184,1.5474964686262105
id_185,2.74506865287994
id_186,2.5173468953053586
id_187,2.1713739744881373
id_188,2.115148135979858
id_189,4.073571077953556
id_190,2.3909346842813797
id_191,1.3089894809321052
id_192,0.8886116313573353
id_193,2.4369044439226286
id_194,1.7096397885521597
id_195,0.9705363461226675
id_196,1.6105156004580756
id_197,2.6543194226145985
id_198,1.2166682509991986
id_199,0.9679778880159482
id_200,2.4995532134354512
id_201,0.7262296814221827
id_202,1.054106680466763
id_203,2.0912220370550223
id_204,0.7568852949189484
id_205,1.1385071602330115
id_206,1.966050755361568
id_207,0.9417142974950075
id_208,1.757103166029811
id_209,1.3824429074562232
id_210,3.328375438252248
id_211,2.655344169238127
id_212,1.3468097115133162
id_213,2.3444570498264135
id_214,3.072079804699431
id_215,2.0011262245691945
id_216,2.0856852080237687
id_217,4.66955031655862
id_218,2.814056609340767
id_219,1.6615913853961999
id_220,1.2529779475585734
id_221,1.9983068300777482
id_222,2.314921140638578
id_223,1.7609316841014646
id_224,2.1153319117983536
id_225,0.8299738339913851
id_226,2.4006841503159038
id_227,1.3584613701439068
id_228,3.0909690402062004
id_229,1.1820391383091398
id_230,5.083213184067208
id_231,3.873818150928937
id_232,2.9940217995842637
id_233,2.6195735771313267
id_234,1.1204415935277297
id_235,1.2235811912214523
id_236,2.9295305521478667
id_237,2.933082678041604
id_238,1.273392518969633
id_239,1.4259990568784957
id_240,1.5321658304740922
id_241,0.7136848913658262
id_242,1.1681386127307896
id_243,1.7335940087869197
id_244,1.5410927909420913
id_245,1.8091647308065504
id_246,4.3837945683901935
id_247,1.7447186777302086
id_248,3.362783221341367
id_249,2.1420080153804726
id_250,1.5833075830090415
id_251,1.9678622203894243
id_252,2.3173544322508164
id_253,2.5334801297321654
id_254,1.8034869053939921
id_255,2.2421839902579492
id_256,1.3853311207125536
id_257,2.0460960760547344
id_258,1.9693988593538805
id_259,0.8541520820560358
id_260,2.2008164950653573
id_261,1.7649512912726983
id_262,2.3986359483574056
id_263,2.6334135177155
id_264,1.592613052744472
id_265,2.0946813614160433
id_266,4.372159492005505
id_267,2.3679843135982175
id_268,1.3153465139598275
id_269,1.2011721838744158
id_270,3.360331801616322
id_271,1.782990404639694
id_272,1.9571704690896823
id_273,1.64675553059838
id_274,1.168270450100497
id_275,3.8909099296831364
id_276,1.8093824088471777
id_277,2.2663826882571776
id_278,2.765734487536129
id_279,1.541539483134752
id_280,4.088388920012683
id_281,1.1626748598606653
id_282,1.6041957696684506
id_283,1.8150318761896465
id_284,1.7820296983034218
id_285,1.6023478157234514
id_286,1.6447132784014151
id_287,1.2275021301650888
id_288,1.2129079329264094
id_289,1.209186502429521
id_290,1.6350559516995737
id_291,2.963356886292548
id_292,1.2462969306176497
id_293,2.201284995907237
id_294,1.8727892010159444
id_295,2.88580812864085
id_296,1.1141394865436425
id_297,2.077829996039796
id_298,4.347070934840577
id_299,1.4584301779082942
id_300,1.0985403718438604
id_301,4.681792006338558
id_302,0.9449070421863688
id_303,3.5856211552536976
id_304,3.8699973826425413
id_305,1.280306006303384
id_306,1.9756899001515364
id_307,1.4109293880951341
id_308,3.9265821038737663
id_309,1.5925785421637002
id_310,1.8434834763369459
id_311,2.8697832331506703
id_312,3.308250632680018
id_313,1.5660762008952709
id_314,1.4292235967239826
id_315,4.104601391195317
id_316,1.2626165196981134
id_317,1.426254692468735
id_318,1.3924675750293645
id_319,2.3807293747847957
id_320,2.8006456020329438
id_321,2.3407154941887995
id_322,1.3352167370657355
id_323,1.4813192293765987
id_324,2.2215097124677925
id_325,1.3775758563003002
id_326,0.872544554109929
id_327,2.0745556089759347
id_328,4.158758546747912
id_329,1.2627745567758772
id_330,1.7728762908969458
id_331,1.431079595542542
id_332,1.8729100559549217
id_333,1.6903693974861795
id_334,1.9108430118854365
id_335,0.7685054664676265
id_336,2.4523021081930167
id_337,0.8440646355168688
id_338,1.530835636188197
id_339,0.67354195369089
id_340,1.6789207905394292
id_341,0.6888303364343713
id_342,2.4519102963058153
id_343,1.3848078641622088
id_344,0.7930583275244878
id_345,3.070461998509682
id_346,3.68015497021387
id_347,1.4545962753879706
id_348,3.2719288937172415
id_349,1.5944971079572667
id_350,4.76438706058358
id_351,1.560393533397697
id_352,1.7076225456847922
id_353,2.6621305616050357
id_354,3.758753166496195
id_355,2.589512533871005
id_356,3.7775771874451607
id_357,2.519907007180432
id_358,3.5157498156504126
id_359,2.2197442950334683
id_360,2.2304236830812805
id_361,6.021196222470454
id_362,2.019893019124691
id_363,1.775565887724209
id_364,3.5993251915816593
id_365,5.259090102760357
id_366,2.865758663390313
id_367,1.8868577408961649
id_368,1.2503151042275888
